producto,old_price,current_price,url,stock
Roll Player Adventures: Nefras's Judgment Expansion,$49.95,$42.50,https://gamersguildaz.com/products/roll-player-adventures-nefrass-judgment-expansion-pre-order,Sí
Roll Through The Ages: The Bronze Age,,$24.88,https://gamersguildaz.com/products/roll-through-the-ages-the-bronze-age,Sí
Roll Through The Ages: The Iron Age,,$14.96,https://gamersguildaz.com/products/roll-through-the-ages-the-iron-age,Sí
Roll Through the Ages: The Iron Age,$39.99,$33.99,https://gamersguildaz.com/products/copy-of-faux-diamonds,Sí
Roll to the Top,$40.00,$34.00,https://gamersguildaz.com/products/roll-to-the-top,Sí
Roller Coaster Rush,$39.95,$33.96,https://gamersguildaz.com/products/roller-coaster-rush-pre-order,Sí
Rolling Heights,$79.99,$63.99,https://gamersguildaz.com/products/rolling-heights-pre-order,Sí
Rolling Realms,,$22.97,https://gamersguildaz.com/products/rolling-realms,Sí
Root: Marauder Hirelings Pack & Hireling Box,$30.00,$24.00,https://gamersguildaz.com/products/root-marauder-hirelings-pack-hireling-box-pre-order,Sí
Root: Riverfolk Expansion,$40.00,$25.38,https://gamersguildaz.com/products/root-riverfolk-expansion-board-games,Sí
Root: The Underworld Expansion,$50.00,$34.96,https://gamersguildaz.com/products/root-the-underworld-expansion-board-games,Sí
Rorschach,$29.95,$23.96,https://gamersguildaz.com/products/rorschach,Sí
Royals,$50.00,$37.96,https://gamersguildaz.com/products/royals,Sí
Rulebenders,,$64.96,https://gamersguildaz.com/products/rulebenders,Sí
Run Fight or Die: Reloaded,$49.99,$33.55,https://gamersguildaz.com/products/run-fight-or-die-reloaded,Sí
Rune,$21.00,$17.85,https://gamersguildaz.com/products/rune,Sí
RWBY: Combat Ready - Sub-Boss Expansion,$20.00,$12.20,https://gamersguildaz.com/products/rwby-combat-ready-sub-boss-expansion,Sí
RWBY: Combat Ready - Villains Expansion,$20.00,$12.20,https://gamersguildaz.com/products/rwby-combat-ready-villains-expansion,Sí
RWBY: Combat Ready Team JNPR Expansion,$34.99,$29.75,https://gamersguildaz.com/products/rwby-combat-ready-team-jnpr-expansion,Sí
Sabika,,$59.99,https://gamersguildaz.com/products/sabika,Sí
Sabobatage,$30.00,$27.00,https://gamersguildaz.com/products/sabobatage-the-boba-card-game,Sí
Sabobatage - Expansion Pack: Legends of Matcha,$20.00,$17.99,https://gamersguildaz.com/products/sabobatage-expansion-pack-legends-of-matcha,Sí
Sagani,$24.99,$21.24,https://gamersguildaz.com/products/sagani,Sí
Sagrada,$44.95,$35.96,https://gamersguildaz.com/products/sagrada,Sí
Sagrada: 5-6 Player Expansion,$24.95,$19.96,https://gamersguildaz.com/products/sagrada-5-6-player-expansion,Sí
Sagrada: Artisans,$74.95,$63.74,https://gamersguildaz.com/products/sagrada-artisans,Sí
Sagrada: Glory,$19.95,$14.46,https://gamersguildaz.com/products/amygdala,Sí
Sagrada: Passion,$19.95,$15.96,https://gamersguildaz.com/products/sagrada-passion-expansion,Sí
Saigon 75,$62.00,$52.70,https://gamersguildaz.com/products/saigon-75,Sí
Sailor Moon Crystal: Imposterous,$39.95,$25.86,https://gamersguildaz.com/products/sailor-moon-crystal-imposterous-board-game,Sí
Salem 1692,$24.99,$22.96,https://gamersguildaz.com/products/salem-1692,Sí
Salton Sea,$39.99,$33.99,https://gamersguildaz.com/products/salton-sea,Sí
Samarkand Bazaar,$39.99,$33.99,https://gamersguildaz.com/products/samarkand-bazaar,Sí
San Francisco,$34.99,$27.99,https://gamersguildaz.com/products/san-francisco,Sí
Sanctum,$64.95,$40.42,https://gamersguildaz.com/products/sanctum-board-games,Sí
Santa Cookie Elf Candy Snowman,,$9.99,https://gamersguildaz.com/products/santa-cookie-elf-candy-snowman,Sí
Santa Monica,$39.99,$31.99,https://gamersguildaz.com/products/santa-monica-board-games,Sí
Savannah Park,$39.95,$31.96,https://gamersguildaz.com/products/savannah-park,Sí
Scape Goat,$19.99,$16.99,https://gamersguildaz.com/products/copy-of-munchkin-clowns-pre-order,Sí
Scooby-Doo: The Board Game,$60.00,$48.00,https://gamersguildaz.com/products/scooby-doo-the-board-game,Sí
Scythe,$90.00,$58.19,https://gamersguildaz.com/products/scythe-board-games,Sí
Scythe: Invaders From Afar,$30.00,$23.97,https://gamersguildaz.com/products/scythe-invaders-from-afar,Sí
Scythe: Modular Board,$25.00,$17.95,https://gamersguildaz.com/products/scythe-modular-board,Sí
Scythe: The Rise of Fenris,,$39.96,https://gamersguildaz.com/products/scythe-the-rise-of-fenris,Sí
Scythe: The Wind Gambit,$25.00,$19.96,https://gamersguildaz.com/products/scythe-the-wind-gambit,Sí
Sea of Lies (Pre-Order),$39.95,$33.96,https://gamersguildaz.com/products/sea-of-lies,Sí
Sea of Thieves Voyage of Legends,$59.99,$50.99,https://gamersguildaz.com/products/sea-of-thieves-voyage-of-legends,Sí
Sea Salt & Paper: Extra Salt,$6.95,$5.90,https://gamersguildaz.com/products/sea-salt-paper-extra-salt,Sí
Seas of Strife,$14.95,$12.70,https://gamersguildaz.com/products/seas-of-strife,Sí
Seasons of Arcadia,$39.99,$33.99,https://gamersguildaz.com/products/seasons-of-arcadia-pre-order,Sí
Secret Identity,$29.99,$25.49,https://gamersguildaz.com/products/secret-identity,Sí
Select 5,,$13.49,https://gamersguildaz.com/products/select-5,Sí
Senators,$24.99,$21.21,https://gamersguildaz.com/products/copy-of-7-wonders-duel-agora,Sí
Senjutsu: Battle for Japan,$50.00,$42.50,https://gamersguildaz.com/products/senjutsu-battle-for-japan,Sí
Senshi,$19.99,$16.99,https://gamersguildaz.com/products/senshi,Sí
Sentinels of the Multiverse (Definitive Edition),$59.95,$46.46,https://gamersguildaz.com/products/sentinels-of-the-multiverse-definitive-edition,Sí
Sentinels of the Multiverse: Chokepoint - Villain Mini Expansion,$4.95,$4.21,https://gamersguildaz.com/products/sentinels-of-the-multiverse-chokepoint-villain-mini-expansion,Sí
Sentinels of the Multiverse: Rook City Renegades - Expansion (Definitive Edition),$59.95,$50.96,https://gamersguildaz.com/products/sentinels-of-the-multiverse-rook-city-renegades-expansion-definitive-edition,Sí
Sequoia,,$19.99,https://gamersguildaz.com/products/sequoia,Sí
Setup,$30.00,$24.00,https://gamersguildaz.com/products/setup,Sí
Seven Dragons,,$20.00,https://gamersguildaz.com/products/seven-dragons,Sí
Shadow Kingdoms of Valeria,$60.00,$51.00,https://gamersguildaz.com/products/shadow-kingdoms-of-valeria,Sí
Shadow Kingdoms Of Valeria: Riftlands Expansion,$35.00,$29.75,https://gamersguildaz.com/products/shadow-kingdoms-of-valeria-riftlands-expansion,Sí
Shadow Kingdoms of Valeria: Rise of Titans Expansion,$25.00,$21.25,https://gamersguildaz.com/products/shadow-kingdoms-of-valeria-rise-of-titans-expansion,Sí
Shadowgate: The Living Castle,$59.95,$53.96,https://gamersguildaz.com/products/shadowgate-the-living-castle,Sí
Shadows of Brimstone: City of the Ancients (Revised),$119.95,$78.88,https://gamersguildaz.com/products/shadows-of-brimstone-city-of-the-ancients-revised-core-set,Sí
Shadows of Brimstone: Custodians of Targa with Targa Pylons,,$24.34,https://gamersguildaz.com/products/shadows-of-brimstone-custodians-of-targa-with-targa-pylons,Sí
Shadows of Brimstone: Dark Stone Shaman Hero Pack (Pre-Order),$29.95,$25.45,https://gamersguildaz.com/products/shadows-of-brimstone-dark-stone-shaman-hero-pack-pre-order,Sí
Shadows of Brimstone: Gates of Valhalla,$110.00,$93.50,https://gamersguildaz.com/products/shadows-of-brimstone-gates-of-valhalla-pre-order,Sí
Shadows of Brimstone: Gates of Valhalla - Frozen Gates,$30.00,$25.50,https://gamersguildaz.com/products/shadows-of-brimstone-frozen-gates,Sí
Shadows of Brimstone: Gates of Valhalla - Map Tile Pack,$40.00,$34.00,https://gamersguildaz.com/products/shadows-of-brimstone-gates-of-valhalla-map-tile-pack-pre-order,Sí
Shadows of Brimstone: Masters of the Void - Deluxe Enemy Pack,$39.95,$35.45,https://gamersguildaz.com/products/shadows-of-brimstone-masters-of-the-void-deluxe-enemy-pack,Sí
Shadows Of Brimstone: Setaris Ravagers Enemy Pack (Pre-Order),$24.95,$21.21,https://gamersguildaz.com/products/shadows-of-brimstone-setaris-ravagers-enemy-pack-pre-order,Sí
Shadows of Brimstone: Swamps of Death,$119.95,$90.22,https://gamersguildaz.com/products/shadows-of-brimstone,Sí
Shadows Of Brimstone: Valley Of The Serpent Kings,$110.00,$93.50,https://gamersguildaz.com/products/shadows-of-brimstone-valley-of-the-serpent-kings,Sí
Shadows Of Brimstone: Valley Of The Serpent Kings Map Tile Pack,$40.00,$34.00,https://gamersguildaz.com/products/shadows-of-brimstone-valley-of-the-serpent-kings-map-tile-pack,Sí
Shake That City,$39.99,$31.99,https://gamersguildaz.com/products/copy-of-too-many-bones-unbreakable-pre-order,Sí
Shamans,,$22.19,https://gamersguildaz.com/products/shamans,Sí
Shaolia: Great Houses (Pre-Order),$25.00,$21.25,https://gamersguildaz.com/products/shaolia-great-houses-pre-order,Sí
Shaolia: Warring States (Standard Edition) (Pre-Order),$39.00,$33.15,https://gamersguildaz.com/products/shaolia-warring-states-pre-order,Sí
Shards of Infinity: Saga Collection (Pre-Order),$50.00,$42.50,https://gamersguildaz.com/products/shards-of-infinity-saga-collection-pre-order,Sí
Sheep Hop,$17.99,$14.39,https://gamersguildaz.com/products/sheep-hop,Sí
Shell Company: Don't Write Me Off,$39.99,$33.99,https://gamersguildaz.com/products/shell-company-dont-write-me-off,Sí
Sheriff of Nottingham: 2nd Edition,$39.99,$35.99,https://gamersguildaz.com/products/sheriff-of-nottingham-2nd-edition,Sí
Sherlock Holmes and Moriarty: Associates,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-and-moriarty-associates,Sí
Sherlock Holmes International,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-international,Sí
Sherlock Holmes: Consulting Detective - Carlton House & Queen's Park,$57.99,$46.39,https://gamersguildaz.com/products/sherlock-holmes-carlton-house-queens-space-cowboys,Sí
Sherlock Holmes: Four Investigations,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-four-investigations,Sí
Sherlock Holmes: The Beginning,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-the-beginning,Sí
Sherlock Holmes: The Challenge of Irene Adler,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-the-challenge-of-irene-adler,Sí
Sherlock Holmes: The Shadow of Jack the Ripper,$22.99,$18.39,https://gamersguildaz.com/products/sherlock-holmes-the-shadow-of-jack-the-ripper,Sí
Sherlock: Case Connection,$25.00,$16.96,https://gamersguildaz.com/products/sherlock-case-connection,Sí
Shikoku,$25.00,$21.25,https://gamersguildaz.com/products/shikoku,Sí
Shinkansen Zero-Kei,$29.99,$28.76,https://gamersguildaz.com/products/shinkansen-zero-kei-pre-order,Sí
Shipwrights of the North Sea,$60.00,$43.96,https://gamersguildaz.com/products/shipwrights-of-the-north-sea,Sí
Shipwrights of the North Sea: Redux,$60.00,$51.01,https://gamersguildaz.com/products/shipwrights-of-the-north-sea-redux,Sí
Shipyard (Second Edition),$69.95,$59.45,https://gamersguildaz.com/products/shipyard,Sí
Shobu (Shōbu),$34.99,$29.74,https://gamersguildaz.com/products/shobu,Sí
Shovel Knight: Dungeon Duels (3D Edition),$125.00,$106.25,https://gamersguildaz.com/products/shovel-knight-dungeon-duels,Sí
Side Quest: 7th Sea,$16.00,$13.60,https://gamersguildaz.com/products/side-quest-7th-sea,Sí
Side Quest: Nemesis,$16.00,$13.60,https://gamersguildaz.com/products/side-quest-nemesis,Sí
Sides,$21.99,$18.69,https://gamersguildaz.com/products/sides,Sí
Siege of Valeria,$30.00,$25.50,https://gamersguildaz.com/products/siege-of-valeria,Sí
Siliconvania,$39.99,$33.99,https://gamersguildaz.com/products/siliconvania,Sí
Silver & Gold,$19.95,$12.93,https://gamersguildaz.com/products/silver-gold-board-games,Sí
Silver Amulet,$24.95,$19.96,https://gamersguildaz.com/products/silver-board-games,Sí
Silver Coin,$24.95,$23.70,https://gamersguildaz.com/products/silver-coin-board-games,Sí
Sirens (Pre-Order),$14.99,$12.74,https://gamersguildaz.com/products/sirens-pre-order,Sí
Skate Summer,$49.95,$44.92,https://gamersguildaz.com/products/skate-summer,Sí
Skoventyr,$22.00,$17.60,https://gamersguildaz.com/products/skoventyr-pre-order,Sí
Skull,$19.99,$15.99,https://gamersguildaz.com/products/skull-space-cowboys,Sí
Skull and Dragon: Dice Game,$4.95,$4.21,https://gamersguildaz.com/products/skull-and-dragon-dice-game,Sí
Skull Canyon: Ski Fest,$39.95,$24.38,https://gamersguildaz.com/products/skull-canyon-ski-fest,Sí
Skyrockets,$29.95,$25.45,https://gamersguildaz.com/products/skyrockets,Sí
Skytear Chronicles: Heroes of the New Hope,,$28.97,https://gamersguildaz.com/products/skytear-chronic-es-heroes-of-the-new-hope,Sí
Skytear: Kurumo Expansion,$35.00,$25.87,https://gamersguildaz.com/products/skytear-kurumo-expansion,Sí
Skytear: Liothan Expansion,$35.00,$29.96,https://gamersguildaz.com/products/skytear-liothan-expansion,Sí
Skytear: Nupten Expansion,$35.00,$29.96,https://gamersguildaz.com/products/skytear-nupten-expansion,Sí
Skytear: Outsiders Expansion,$35.00,$31.92,https://gamersguildaz.com/products/skytear-outsiders-expansion,Sí
Skytear: Silent Ambassador,,$25.73,https://gamersguildaz.com/products/skytear-silent-ambassador,Sí
Skytear: Starter Box,$70.00,$62.47,https://gamersguildaz.com/products/skytear-starter-box,Sí
Skytear: Stormsear Expansion,$35.00,$31.92,https://gamersguildaz.com/products/skytear-stormsear-expansion,Sí
Skytear: Taulot Expansion,$35.00,$25.55,https://gamersguildaz.com/products/skytear-taulot-expansion,Sí
Skytear: Unforgotten Expansion,$35.00,$29.75,https://gamersguildaz.com/products/skytear-unforgotten-expansion,Sí
Skytear: Winterdeep Expansion,$35.00,$31.92,https://gamersguildaz.com/products/skytear-winterdeep-expansion,Sí
Slamwich,$12.00,$9.37,https://gamersguildaz.com/products/copy-of-super-slamwich,Sí
Sleeping Gods,$100.00,$69.96,https://gamersguildaz.com/products/sleeping-gods,Sí
Sleeping Gods: Distant Skies,$99.99,$84.99,https://gamersguildaz.com/products/sleeping-gods-distant-skies,Sí
Sleeping Gods: Dungeons,$14.99,$10.46,https://gamersguildaz.com/products/sleeping-gods-dungeons-board-games,Sí
Sleeping Gods: Tides of Ruin Expansion,$44.99,$38.24,https://gamersguildaz.com/products/sleeping-gods-tides-of-ruin-expansion,Sí
Small Islands,,$27.97,https://gamersguildaz.com/products/small-islands,Sí
Small World,$59.99,$47.99,https://gamersguildaz.com/products/small-world-days-of-wonder,Sí
Small World of Warcraft,$59.99,$47.99,https://gamersguildaz.com/products/small-world-of-warcraft-days-of-wonder,Sí
Small World: River World,$29.99,$20.96,https://gamersguildaz.com/products/small-world-river-world-days-of-wonder,Sí
Small World: Underground,$59.99,$40.25,https://gamersguildaz.com/products/small-world-underground-days-of-wonder,Sí
Smash Up,$34.99,$27.99,https://gamersguildaz.com/products/smash-up-card-game-board-games,Sí
Smash Up: 10th Anniversary Edition,$49.99,$39.99,https://gamersguildaz.com/products/smash-up-10th-anniversary-edition,Sí
Smash Up: Awesome Level 9000,$24.99,$16.47,https://gamersguildaz.com/products/smash-up-awesome-level-9000-board-games,Sí
Smash Up: Big in Japan,$24.99,$19.99,https://gamersguildaz.com/products/smash-up-big-in-japan-board-games,Sí
Smash Up: Cease and Desist,$24.99,$19.99,https://gamersguildaz.com/products/smash-up-cease-and-desist-board-games,Sí
Smash Up: Disney,$29.99,$27.92,https://gamersguildaz.com/products/smash-up-disney,Sí
"Smash Up: Excellent Moves, Dude!",$24.99,$21.25,https://gamersguildaz.com/products/smash-up-excellent-moves-dude,Sí
Smash Up: Marvel,$34.99,$25.62,https://gamersguildaz.com/products/smash-up-marvel,Sí
Smash Up: That 70s Expansion,$24.99,$19.99,https://gamersguildaz.com/products/smash-up-that-70s-expansion,Sí
Smash Up: The Bigger Geekier Box,$44.99,$29.96,https://gamersguildaz.com/products/smash-up-the-bigger-geekier-box,Sí
Smash Up: The Obligatory Cthulhu Set,$24.99,$19.99,https://gamersguildaz.com/products/smash-up-the-obligatory-cthulhu-set,Sí
Smash Up: What Were We Thinking?,$24.99,$19.99,https://gamersguildaz.com/products/smash-up-what-were-we-thinking,Sí
Smash Up: World Tour: Culture Shock,$24.99,$16.96,https://gamersguildaz.com/products/smash-up-world-tour-culture-shock,Sí
Smitten,$10.00,$8.50,https://gamersguildaz.com/products/smitten,Sí
Snack Happens,$29.99,$25.49,https://gamersguildaz.com/products/snack-happens,Sí
Snack Time,$36.00,$28.80,https://gamersguildaz.com/products/snack-time,Sí
Snap Ships Tactics: Starter Box,$79.99,$67.99,https://gamersguildaz.com/products/snap-ships-tactics-starter-box,Sí
Sobek: 2 Players,$29.95,$25.46,https://gamersguildaz.com/products/sobek-2-players,Sí
Sobek: 2 Players Treasure of the Pharaoh,,$14.95,https://gamersguildaz.com/products/sobek-2-players-treasure-of-the-pharaoh,Sí
Solar 175,$99.99,$84.15,https://gamersguildaz.com/products/solar-175,Sí
Solar 175: Recharge Pack,$25.00,$21.25,https://gamersguildaz.com/products/solar-175-recharge-pack,Sí
Solar Sphere,$45.00,$38.25,https://gamersguildaz.com/products/solar-sphere,Sí
Solar Sphere: Jonny Pac's Expansion,$25.00,$21.25,https://gamersguildaz.com/products/solar-sphere-jonny-pacs-expansion,Sí
Solar Storm,$25.00,$21.25,https://gamersguildaz.com/products/solar-storm,Sí
Solus: Lost,$24.99,$21.24,https://gamersguildaz.com/products/solus-lost,Sí
Song Saga,$24.99,$21.24,https://gamersguildaz.com/products/song-saga,Sí
Songbirds,$20.00,$17.00,https://gamersguildaz.com/products/songbirds,Sí
Sonora,,$33.96,https://gamersguildaz.com/products/sonora,Sí
Sons of Faeriell Essential Edition,$75.00,$63.75,https://gamersguildaz.com/products/sons-of-faeriell-essential-edition,Sí
Sorcerer,$59.99,$43.97,https://gamersguildaz.com/products/sorcerer-base-game,Sí
Sorcerer City,$50.00,$32.82,https://gamersguildaz.com/products/sorcerer-city,Sí
Space Base: The Mysteries of Terra Proxima,$34.99,$27.99,https://gamersguildaz.com/products/space-base-the-mysteries-of-terra-proxima,Sí
Space Battle Lunchtime Card Game,$5.00,$4.25,https://gamersguildaz.com/products/space-battle-lunchtime-card-game,Sí
