producto,old_price,current_price,url,stock
Paranormal Detectives,$39.99,$27.96,https://gamersguildaz.com/products/paranormal-detectives,Sí
Paris: L'Etoile (Multilingual),$20.00,$17.00,https://gamersguildaz.com/products/paris-letoile-multilingual,Sí
Parks and Recreation Party Game,$19.99,$14.14,https://gamersguildaz.com/products/parks-and-recreation-party-game,Sí
PARKS Memories: Mountaineer,$24.99,$20.98,https://gamersguildaz.com/products/parks-memories,Sí
PARKS: Memories Coast to Coast,$24.99,$21.25,https://gamersguildaz.com/products/parks-memories-coast-to-coast,Sí
PARKS: Nightfall,,$33.94,https://gamersguildaz.com/products/parks-nightfall-expansion-board-games,Sí
PARKS: Wildlife,$19.99,$17.99,https://gamersguildaz.com/products/parks-wildlife,Sí
Passengers,$30.00,$25.51,https://gamersguildaz.com/products/passengers-pre-order,Sí
Pastiche: Petite,$39.99,$24.88,https://gamersguildaz.com/products/petite-pastiche,Sí
Patatrap Quest,$31.99,$24.96,https://gamersguildaz.com/products/patatrap-quest,Sí
Patchwork,$34.99,$27.99,https://gamersguildaz.com/products/patchwork-lookout-games,Sí
Patchwork Christmas Edition,,$29.99,https://gamersguildaz.com/products/patchwork-christmas-edition,Sí
Patchwork Doodle,$19.99,$19.16,https://gamersguildaz.com/products/patchwork-doodle-lookout-games,Sí
Patchwork Halloween Edition,$29.99,$26.58,https://gamersguildaz.com/products/patchwork-halloween-edition,Sí
Path Of Civilization (Pre-Order),$89.99,$76.49,https://gamersguildaz.com/products/path-of-civilization,Sí
Pathfinder Revolution,$59.95,$50.95,https://gamersguildaz.com/products/pathfinder-revolution,Sí
Pathfinder: Elemental Stones (Board Game) (Pre-Order),$39.99,$33.99,https://gamersguildaz.com/products/pathfinder-elemental-stones-board-game-pre-order,Sí
Pathfinder: Level 20 Board Game,$30.00,$20.50,https://gamersguildaz.com/products/pathfinder-level-20-board-game,Sí
Patterns: A Mandala Game,$23.99,$20.39,https://gamersguildaz.com/products/patterns-a-mandala-game,Sí
Peak Oil,$50.00,$42.50,https://gamersguildaz.com/products/peak-oil,Sí
Peak Oil: Profiteer,$44.00,$37.40,https://gamersguildaz.com/products/peak-oil-profiteer,Sí
Peak Oil: Spillover,$15.00,$12.75,https://gamersguildaz.com/products/peak-oil-spillover,Sí
Peaky Blinders: Faster Than Truth,$17.95,$15.26,https://gamersguildaz.com/products/peaky-blinders-faster-than-truth,Sí
Pendulum,$60.00,$38.80,https://gamersguildaz.com/products/pendulum,Sí
Penny Dreadfuls of Victorian London:  Sensational Tales of Terror,$49.95,$39.96,https://gamersguildaz.com/products/penny-dreadfuls-of-victorian-london-sensational-tales-of-terror,Sí
Pergamon (Second Edition),$44.99,$38.24,https://gamersguildaz.com/products/pergamon-second-edition,Sí
Perspectives - Orange Box,$34.99,$27.99,https://gamersguildaz.com/products/perspectives-orange-box-pre-order,Sí
Petrichor,$60.00,$51.00,https://gamersguildaz.com/products/petrichor,Sí
Petrichor: Cows Expansion,$20.00,$14.91,https://gamersguildaz.com/products/petrichor-cows-expansion,Sí
Petrichor: Flowers Expansion,$25.00,$21.25,https://gamersguildaz.com/products/petrichor-flowers-expansion,Sí
Petrichor: Honeybee Expansion,$25.00,$21.25,https://gamersguildaz.com/products/petrichor-honeybee-expansion,Sí
Phantom Ink,$27.95,$23.80,https://gamersguildaz.com/products/phantom-ink,Sí
Photograph,,$14.99,https://gamersguildaz.com/products/photograph,Sí
Photosynthesis,$39.99,$38.92,https://gamersguildaz.com/products/photosynthesis-board-games,No
Pirate Tails,$14.99,$12.74,https://gamersguildaz.com/products/pirate-tails,Sí
Pirates: The City of Skulls,$22.99,$18.39,https://gamersguildaz.com/products/pirates-the-city-of-skulls,Sí
Pirates: The Cursed Isle,$22.99,$18.39,https://gamersguildaz.com/products/pirates-the-cursed-isle,Sí
Pirates: The Great Chase,$22.99,$18.39,https://gamersguildaz.com/products/pirates-the-great-chase,Sí
Pitchstorm,$25.00,$17.87,https://gamersguildaz.com/products/pitchstorm-board-games,Sí
Pitchstorm: Animation,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-animation,Sí
Pitchstorm: Awards Season,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-awards-season,Sí
Pitchstorm: Creature Feature,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-creature-feature,Sí
Pitchstorm: Date Night,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-date-night,Sí
Pitchstorm: NC-17,$12.00,$10.20,https://gamersguildaz.com/products/pitchstorm-nc-17,Sí
Pixel Tactics 2,$14.99,$11.99,https://gamersguildaz.com/products/pixel-tactics-2-pre-order,Sí
Pixel Tactics 3,$14.99,$11.99,https://gamersguildaz.com/products/pixel-tactics-3-pre-order,Sí
Pixel Tactics 4,$14.99,$11.99,https://gamersguildaz.com/products/pixel-tactics-4-pre-order,Sí
Pixel Tactics 5,$14.99,$11.99,https://gamersguildaz.com/products/pixel-tactics-5-pre-order,Sí
Pixel Tactics Legends,$19.99,$15.99,https://gamersguildaz.com/products/pixel-tactics-legends,Sí
Plague Inc: The Board Game,$47.67,$35.99,https://gamersguildaz.com/products/plague-inc-ndemic-creations,Sí
Plague Inc: The Board Game - Armageddon,$37.07,$27.99,https://gamersguildaz.com/products/plague-inc-armageddon-ndemic-creations,Sí
Plakks: Olymplakks,$44.99,$38.24,https://gamersguildaz.com/products/plakks-olymplakks,Sí
Planet,$34.99,$24.92,https://gamersguildaz.com/products/planet-board-games,Sí
Planet Apocalypse: 5E Dm Screen,$19.99,$16.99,https://gamersguildaz.com/products/planet-apocalypse-5e-dm-screen,Sí
Planet Apocalypse: Asmod 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-asmod-3mm-upgrade,Sí
Planet Apocalypse: Bellatrix Blister Pack,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-bellatrix-blister-pack,Sí
Planet Apocalypse: Cacodemon,$8.99,$7.46,https://gamersguildaz.com/products/planet-apocalypse-cacodemon,Sí
Planet Apocalypse: Catoblepas,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-catoblepas,Sí
Planet Apocalypse: Dice Pack,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-dice-pack,Sí
Planet Apocalypse: Elemental,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-elemental,Sí
Planet Apocalypse: Gadarene,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-gadarene,Sí
Planet Apocalypse: Great Cthulhu 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-great-cthulhu-3mm-upgrade,Sí
Planet Apocalypse: Hell Hound,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-hell-hound,Sí
Planet Apocalypse: Hortator,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-hortator,Sí
Planet Apocalypse: Humbaba,$14.99,$12.74,https://gamersguildaz.com/products/planet-apocalypse-humbaba,Sí
Planet Apocalypse: Jabootu 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-jabootu-3mm-upgrade,Sí
Planet Apocalypse: Lord Jabootu,$24.99,$21.24,https://gamersguildaz.com/products/planet-apocalypse-lord-jabootu,Sí
Planet Apocalypse: Lord Procrustes,$24.99,$21.24,https://gamersguildaz.com/products/planet-apocalypse-lord-procrustes,Sí
Planet Apocalypse: Magdalene,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-magdalene,Sí
Planet Apocalypse: Mandrake Blister Pack,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-mandrake-blister-pack,Sí
Planet Apocalypse: Nuckelavee,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-nuckelavee,Sí
Planet Apocalypse: Orobas,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-orobas,Sí
Planet Apocalypse: Pack Of The Pit 3Mm Upgrade,$6.99,$5.94,https://gamersguildaz.com/products/planet-apocalypse-pack-of-the-pit-3mm-upgrade,Sí
Planet Apocalypse: Power Pack,$79.99,$67.99,https://gamersguildaz.com/products/planet-apocalypse-power-pack,Sí
Planet Apocalypse: Procrustes 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-procrustes-3mm-upgrade,Sí
Planet Apocalypse: Pulgasaur 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-pulgasaur-3mm-upgrade,Sí
Planet Apocalypse: Raparee,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-raparee,Sí
Planet Apocalypse: Scylla 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-scylla-3mm-upgrade,Sí
Planet Apocalypse: Secutor,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-secutor,Sí
Planet Apocalypse: Spider Mastermind,$29.99,$25.49,https://gamersguildaz.com/products/planet-apocalypse-spider-mastermind,Sí
Planet Apocalypse: Spider Mastermind 3Mm Upgrade,$2.99,$2.54,https://gamersguildaz.com/products/planet-apocalypse-spider-mastermind-3mm-upgrade,Sí
Planet Apocalypse: Tardigrade,$9.99,$8.49,https://gamersguildaz.com/products/planet-apocalypse-tardigrade,Sí
Planet B,$89.99,$71.99,https://gamersguildaz.com/products/planet-b,Sí
Planetarium,$45.00,$38.25,https://gamersguildaz.com/products/planetarium,Sí
Plunder: A Pirate's Life,$49.99,$42.49,https://gamersguildaz.com/products/plunder-a-pirates-life,Sí
Pocket Detective: Season 1,$30.00,$23.97,https://gamersguildaz.com/products/pocket-detective-season-1,Sí
Pocket Paragons: Acquisition Incorporated,$24.95,$21.21,https://gamersguildaz.com/products/pocket-paragons-acquisition-incorporated,Sí
Pocket Paragons: Aegis,$24.95,$21.21,https://gamersguildaz.com/products/pocket-paragons-aegis,Sí
Pocket Paragons: Origins,$29.95,$25.45,https://gamersguildaz.com/products/pocket-paragons-origins,Sí
Pocket Paragons: Rivals of Aether,$24.95,$21.21,https://gamersguildaz.com/products/pocket-paragons-rivals-of-aether,Sí
Pocket Paragons: Space Lion,$24.95,$21.21,https://gamersguildaz.com/products/pocket-paragons-space-lion,Sí
Pocket Paragons: Temporal Odyssey,$24.95,$21.21,https://gamersguildaz.com/products/pocket-paragons-temporal-odyssey,Sí
Poetry for Neanderthals: NSFW Edition,,$19.99,https://gamersguildaz.com/products/poetry-for-neanderthals-nsfw-edition,Sí
Point Salad,$24.99,$19.99,https://gamersguildaz.com/products/point-salad,Sí
Pollen,$40.00,$34.00,https://gamersguildaz.com/products/pollen,Sí
Posthuman Saga: Resistance Expansion (Pre-Order),$40.00,$34.00,https://gamersguildaz.com/products/posthuman-saga-resistance-expansion-pre-order,Sí
Posthuman Saga: The Journey Home (Pre-Order),$40.00,$34.00,https://gamersguildaz.com/products/posthuman-saga-the-journey-home-pre-order,Sí
Posthuman Saga: The Wilds Expansion (Pre-Order),$15.00,$12.75,https://gamersguildaz.com/products/posthuman-saga-the-wilds-expansion-pre-order,Sí
Posthuman Saga: Wanderer Hero Pack (Pre-Order),$15.00,$12.75,https://gamersguildaz.com/products/posthuman-saga-wanderer-hero-pack-pre-order,Sí
Potato Man,$23.95,$20.35,https://gamersguildaz.com/products/potato-man,Sí
Potions And Profits,$24.99,$21.24,https://gamersguildaz.com/products/potions-and-profits,Sí
Power Grid: Fabled Expansion,$15.95,$10.37,https://gamersguildaz.com/products/power-grid-fabled-expansion-board-games,Sí
Power Grid: Recharged (Second Edition),$49.95,$33.65,https://gamersguildaz.com/products/power-grid-recharged-2nd-edition-board-games,Sí
Power Grid: Recharged - The New Power Plants - Set 2,$14.95,$9.92,https://gamersguildaz.com/products/power-grid-the-new-power-plants-set-2,Sí
Power Rangers Deck-Building Game Card Storage Box,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-card-storage-box,Sí
Power Rangers Deck-Building Game Flying Higher Expansion,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-flying-higher-expansion,Sí
Power Rangers Deck-Building Game RPM: Get In Gear Expansion,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-rpm-get-in-gear-expansion,Sí
Power Rangers Deck-Building Game S.P.D. To The Rescue Expansion,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-spd-to-the-rescue-expansion,Sí
Power Rangers Deck-Building Game Shattered Grid Expansion,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-shattered-grid-expansion,Sí
Power Rangers Deck-Building Game Zeo: Stronger Than Before,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-deck-building-game-zeo-stronger-than-before,Sí
Power Rangers Deck-Building Game: Omega Forever Expansion,$30.00,$25.50,https://gamersguildaz.com/products/power-rangers-deck-building-game-omega-forever-expansion,Sí
Power Rangers Zordon Dice Tower & GM Screen,$70.00,$59.50,https://gamersguildaz.com/products/power-rangers-zordon-dice-tower-gm-screen,Sí
Power Rangers: Heroes of the Grid,$99.00,$84.15,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid,Sí
Power Rangers: Heroes of the Grid - Light & Darkness,$65.00,$55.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-light-darkness,Sí
Power Rangers: Heroes of the Grid - Rangers United,$65.00,$55.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-rangers-united,Sí
Power Rangers: Heroes of the Grid Bulk and Skull Expansion,$22.00,$18.70,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-bulk-and-skull-expansion,Sí
Power Rangers: Heroes of the Grid Legendary Rangers: Forever Rangers Pack,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-legendary-rangers-forever-rangers-pack,Sí
Power Rangers: Heroes of the Grid Mega Goldar Deluxe Figure,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-mega-goldar-deluxe-figure,Sí
Power Rangers: Heroes of the Grid Merciless Minions Pack #1,$55.00,$46.75,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-merciless-minions-pack-1,Sí
Power Rangers: Heroes of the Grid Psycho Silver Alt Figure,$10.00,$8.50,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-psycho-silver-alt-figure-1,Sí
Power Rangers: Heroes of the Grid Ranger Allies Pack #1,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-ranger-allies-pack-1,Sí
Power Rangers: Heroes of the Grid Ranger Allies Pack #3,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-ranger-allies-pack-3,Sí
Power Rangers: Heroes of the Grid S.P.D. Ranger Pack,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-s-p-d-ranger-pack,Sí
Power Rangers: Heroes of the Grid Santa vs Heximas Holiday Pack,$20.00,$17.00,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-santa-vs-heximas-holiday-pack,Sí
Power Rangers: Heroes of the Grid Shadow of Venjix Theme Pack,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-shadow-of-venjix-theme-pack,Sí
Power Rangers: Heroes of the Grid Squatt & Baboo Character Pack,$22.00,$18.70,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-squatt-baboo-character-pack,Sí
Power Rangers: Heroes of the Grid Time Force Ranger Pack,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-time-force-ranger-pack,Sí
Power Rangers: Heroes of the Grid Villain Pack #1,$40.00,$34.00,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-villain-pack-1,Sí
Power Rangers: Heroes of the Grid Villain Pack #2 Machine Empire,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-villain-pack-2-machine-empire,Sí
Power Rangers: Heroes of the Grid Villain Pack #3 Legacy of Evil,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-villain-pack-3-legacy-of-evil,Sí
Power Rangers: Heroes of the Grid Villain Pack #4,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-villain-pack-4,Sí
Power Rangers: Heroes of the Grid Zeo Gold Character Pack,$20.00,$17.00,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-zeo-gold-character-pack,Sí
Power Rangers: Heroes of the Grid Zeo Ranger Pack,$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-zeo-ranger-pack,Sí
Power Rangers: Heroes of the Grid: Arsenal Pack (Pre-Order),$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-arsenal-pack-pre-order,Sí
Power Rangers: Heroes of the Grid: RPM Ranger Pack (Pre-Order),$45.00,$38.25,https://gamersguildaz.com/products/power-rangers-heroes-of-the-grid-rpm-ranger-pack-pre-order,Sí
Power Rangers: Rise of the Psycho Rangers,$65.00,$55.25,https://gamersguildaz.com/products/power-rangers-rise-of-the-psycho-rangers,Sí
Prehistories,$30.00,$25.50,https://gamersguildaz.com/products/prehistories,Sí
Prehistories: Evolutions,$19.99,$16.99,https://gamersguildaz.com/products/prehistories-evolutions,Sí
Prey Another Day,$16.95,$12.74,https://gamersguildaz.com/products/prey-another-day,Sí
Princes of Florence,$54.99,$46.74,https://gamersguildaz.com/products/copy-of-top-pop-pre-order,Sí
Professor Charlie's World Tour,$29.95,$25.45,https://gamersguildaz.com/products/professor-charlies-world-tour,Sí
Project L,$34.99,$29.74,https://gamersguildaz.com/products/project-l,Sí
Project L: Finesse Expansion,$14.99,$11.99,https://gamersguildaz.com/products/project-l-finesse-expansion,Sí
Project L: Ghost Piece Expansion,$19.99,$15.99,https://gamersguildaz.com/products/project-l-ghost-piece-expansion,Sí
Proving Grounds,$35.00,$29.75,https://gamersguildaz.com/products/proving-grounds,Sí
Psychic Pizza Deliverers Go to the Ghost Town,$39.99,$31.99,https://gamersguildaz.com/products/psychic-pizza-deliverers-go-to-the-ghost-town,Sí
Purrfect Match (Pre-Order),$19.95,$16.96,https://gamersguildaz.com/products/purrfect-match-pre-order,Sí
Pylos,,$37.99,https://gamersguildaz.com/products/pylos,Sí
Pyramid Arcade,,$88.00,https://gamersguildaz.com/products/pyramid-arcade,Sí
Pyramid Arcade: Sandships,,$5.00,https://gamersguildaz.com/products/sandships,Sí
Pyramido,$34.99,$29.74,https://gamersguildaz.com/products/pyramido,Sí
Qawale,,$37.99,https://gamersguildaz.com/products/qawale-1,Sí
QE,,$39.99,https://gamersguildaz.com/products/qe,Sí
Quacks & Co.,$49.99,$44.99,https://gamersguildaz.com/products/quacks-co,Sí
Quantik,,$34.92,https://gamersguildaz.com/products/quantik,Sí
Quartermaster General: East Front,$49.90,$42.41,https://gamersguildaz.com/products/quartermaster-general-east-front-pre-order,Sí
Quarto,$37.99,$25.82,https://gamersguildaz.com/products/quarto,Sí
Quatorze,$14.99,$12.74,https://gamersguildaz.com/products/quatorze,Sí
Queen By Midnight,,$69.99,https://gamersguildaz.com/products/queen-by-midnight,Sí
Quicksand,$21.99,$18.69,https://gamersguildaz.com/products/quicksand,Sí
Quivit,$9.99,$8.49,https://gamersguildaz.com/products/quivit,Sí
Quoridor Mini,,$24.99,https://gamersguildaz.com/products/quoridor-mini,Sí
Qwinto,,$14.95,https://gamersguildaz.com/products/qwinto,Sí
Qwixx,$12.00,$10.20,https://gamersguildaz.com/products/qwixx,Sí
Rabbit Rabbit: A Game of Superstitions,$24.99,$21.25,https://gamersguildaz.com/products/rabbit-rabbit-a-game-of-superstitions,Sí
Race for the Galaxy (Revised 2nd Edition),$34.95,$29.71,https://gamersguildaz.com/products/race-for-the-galaxy-revised-2nd-edition,Sí
Race for the Galaxy: Expansion and Brinkmanship Expansion Arc 1 (2nd Edition Compatible),$39.95,$33.96,https://gamersguildaz.com/products/race-for-the-galaxy-expansion-and-brinkmanship-expansion-arc-1-2nd-edition-compatible,Sí
Race to the Raft,$50.00,$42.50,https://gamersguildaz.com/products/race-to-the-raft,Sí
Radlands,$25.00,$21.25,https://gamersguildaz.com/products/radlands,Sí
Rafter Five,$23.00,$19.55,https://gamersguildaz.com/products/rafter-five,Sí
Ragusa,,$50.00,https://gamersguildaz.com/products/ragusa,Sí
Raiders of the North Sea Collector's Storage Box,$30.00,$25.50,https://gamersguildaz.com/products/raiders-of-the-north-sea-collectors-box,Sí
Railroad Ink,$22.99,$15.96,https://gamersguildaz.com/products/railroad-ink-blue-board-games,Sí
Railroad Ink Challenge: Lush Green Edition,$22.99,$19.96,https://gamersguildaz.com/products/railroad-ink-challenge-lush-green-edition,Sí
Railroad Ink: Deep Blue Edition (Pre-Order),$19.99,$16.99,https://gamersguildaz.com/products/railroad-ink-deep-blue-edition-pre-order,Sí
Railroad Rivals,$50.00,$42.50,https://gamersguildaz.com/products/railroad-rivals,Sí
Railways of Nippon,$69.99,$59.49,https://gamersguildaz.com/products/railways-of-nippon,Sí
Railways of Sweden,$39.99,$33.99,https://gamersguildaz.com/products/railways-of-sweden,Sí
Rainbow Bunny Bop (Pre-Order),$9.99,$8.49,https://gamersguildaz.com/products/rainbow-bunny-bop-pre-order,Sí
Raising Robots,$59.99,$50.99,https://gamersguildaz.com/products/raising-robots,Sí
Rattus: Big Box,$69.99,$59.49,https://gamersguildaz.com/products/rattus-big-box,Sí
Rauha,,$44.99,https://gamersguildaz.com/products/rauha,Sí
Ravensburger: Disney Space Mountain: All Systems Go,$29.99,$25.49,https://gamersguildaz.com/products/ravensburger-disney-space-mountain-all-systems-go,Sí
Ravensburger: JAWS,$34.99,$29.74,https://gamersguildaz.com/products/ravensburger-jaws,Sí
RayRacers,$22.99,$19.54,https://gamersguildaz.com/products/rayracers,Sí
Ready Set Bet,$39.99,$31.99,https://gamersguildaz.com/products/ready-set-bet,Sí
Really Loud Librarians,,$19.99,https://gamersguildaz.com/products/really-loud-librarians,Sí
Rebuilding Seattle,$49.99,$42.49,https://gamersguildaz.com/products/rebuilding-seattle,Sí
Recto Verso,$24.99,$16.15,https://gamersguildaz.com/products/recto-verso-pre-order,Sí
Red Flags: Fairy Tale Expansion,$12.00,$10.20,https://gamersguildaz.com/products/red-flags-fairy-tale-expansion,Sí
Red Flags: Festive Red Flags,$15.00,$12.75,https://gamersguildaz.com/products/red-flags-festive-red-flags,Sí
Red Flags: Nerdier Expansion,$12.00,$10.20,https://gamersguildaz.com/products/red-flags-nerdier-expansion,Sí
Red Flags: Nerdy Expansion,$12.00,$10.20,https://gamersguildaz.com/products/red-flags-nerdy-expansion,Sí
Red Flags: The Date Deck,$12.00,$10.20,https://gamersguildaz.com/products/red-flags-the-date-deck,Sí
Red Rising,$40.00,$34.00,https://gamersguildaz.com/products/red-rising,Sí
Red7,$12.00,$8.54,https://gamersguildaz.com/products/red7-board-games,Sí
Redwood (Pre-Order),$64.99,$55.25,https://gamersguildaz.com/products/redwood-pre-order,Sí
Reign of Cthulu – A Pandemic System Board Game,$49.99,$39.99,https://gamersguildaz.com/products/pandemic-reign-of-cthulu-zman-games,Sí
RELOAD,$50.00,$33.25,https://gamersguildaz.com/products/reload-pre-order,Sí
Renature,$49.95,$39.96,https://gamersguildaz.com/products/renature,Sí
Resident Evil 2: The Board Game,$109.99,$93.49,https://gamersguildaz.com/products/resident-evil-2-the-board-game,Sí
Resident Evil 2: The Board Game - 4th Survivor Expansion,$32.99,$28.04,https://gamersguildaz.com/products/resident-evil-2-the-board-game-4th-survivor-expansion,Sí
Resident Evil 2: The Board Game - B-Files Expansion,$54.99,$46.74,https://gamersguildaz.com/products/resident-evil-2-the-board-game-b-files-expansion,Sí
Resident Evil 2: The Board Game - Malformations of G B-Files Expansion,$32.99,$28.04,https://gamersguildaz.com/products/resident-evil-2-the-board-game-malformations-of-g-b-files-expansion,Sí
Resident Evil 2: The Board Game - Survival Horror Expansion,$54.99,$46.74,https://gamersguildaz.com/products/resident-evil-2-the-board-game-survival-horror-expansion,Sí
Resident Evil 2: The Board Game - Survivor Pledge Kickstarter Exclusive Alternate Sculpts,$34.99,$29.74,https://gamersguildaz.com/products/resident-evil-2-the-board-game-survivor-pledge-kickstarter-exclusive-alternate-sculpts,Sí
Resident Evil 3: The Board Game,$99.95,$62.92,https://gamersguildaz.com/products/resident-evil-3-the-board-game,Sí
Resident Evil 3: The Board Game - The City of Ruin,$64.95,$39.92,https://gamersguildaz.com/products/resident-evil-3-the-city-of-ruin-expansion,Sí
Resident Evil: The Board Game,$99.99,$84.99,https://gamersguildaz.com/products/resident-evil-the-board-game,Sí
Resident Evil: The Board Game - Bleak Outpost,$64.99,$55.24,https://gamersguildaz.com/products/resident-evil-the-board-game-bleak-outpost,Sí
Return to Dark Tower (Pre-Order),$190.00,$161.50,https://gamersguildaz.com/products/return-to-dark-tower,Sí
Revive,$80.00,$64.00,https://gamersguildaz.com/products/revive,Sí
Reviving Kathmandu: Senior Architects,$12.00,$10.20,https://gamersguildaz.com/products/reviving-kathmandu-senior-architects,Sí
Ride The Rails: Australia & Canada Expansion,$19.95,$15.96,https://gamersguildaz.com/products/ride-the-rails-australia-canada-expansion,Sí
Ride The Rails: France & Germany Expansion,$19.95,$15.96,https://gamersguildaz.com/products/ride-the-rails-france-germany-expansion,Sí
Riftforce,$24.95,$19.96,https://gamersguildaz.com/products/riftforce,Sí
Riftforce: Beyond,$24.95,$19.95,https://gamersguildaz.com/products/riftforce-beyond-expansion,Sí
Ringmaster,$10.00,$8.50,https://gamersguildaz.com/products/ringmaster,Sí
Rising Storm: The Starborne,$29.99,$24.99,https://gamersguildaz.com/products/rising-storm-the-starborne,Sí
Rising Sun,,$72.34,https://gamersguildaz.com/products/rising-sun-cmon,Sí
Rising Sun: Dynasty Invasion,,$42.05,https://gamersguildaz.com/products/rising-sun-dynasty-invasion-cmon,Sí
Risk,$33.99,$28.89,https://gamersguildaz.com/products/risk,Sí
Risk 60th Anniversary Edition,$44.99,$40.49,https://gamersguildaz.com/products/risk-60th-anniversary-edition,Sí
Risk: Doctor Who - The Dalek Invasion of Earth,$49.99,$36.60,https://gamersguildaz.com/products/risk-doctor-who-the-dalek-invasion-of-earth,Sí
Risk: Legacy,$66.99,$56.94,https://gamersguildaz.com/products/risk-legacy,Sí
Risk: Shadow Forces,$72.99,$62.04,https://gamersguildaz.com/products/risk-shadow-forces-pre-order,Sí
Riverside,$29.99,$25.50,https://gamersguildaz.com/products/riverside,Sí
Robinson Crusoe: Adventures on the Cursed Island - Mystery Tales,$50.00,$31.72,https://gamersguildaz.com/products/robinson-crusoe-mystery-tales-expansion-board-games,Sí
Robot Quest Arena,$79.99,$67.99,https://gamersguildaz.com/products/robot-quest-arena,Sí
Rock Paper Heroes: Enter the Danger Room,$19.99,$14.27,https://gamersguildaz.com/products/marvel-rock-paper-heroes-enter-the-danger-room-pre-order,Sí
Rocketmen,$40.00,$33.99,https://gamersguildaz.com/products/rocketmen,Sí
Rocketmen: Miniatures Expansion Set (Pre-Order),$40.00,$33.99,https://gamersguildaz.com/products/rocketmen-miniatures-expansion-set-pre-order,Sí
Rococo Deluxe,$119.99,$107.99,https://gamersguildaz.com/products/rococo,Sí
Roll for the Galaxy: Rivalry,$79.95,$53.92,https://gamersguildaz.com/products/roll-for-the-galaxy-rivalry-expansion,Sí
Roll Player,$59.95,$37.96,https://gamersguildaz.com/products/roll-player-board-games,Sí
Roll Player Adventures,$159.95,$135.99,https://gamersguildaz.com/products/roll-player-adventures,Sí
Roll Player Adventures: Gulpax's Secret Expansion,$64.95,$55.21,https://gamersguildaz.com/products/roll-player-adventures-gulpaxs-secret-expansion,Sí
